#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244659266
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-5,-0.297046821222431,-8.7409716604552
-4.99875,-0.296709707833752,-8.7409716604552
-4.9975,-0.297046821222431,-8.7409716604552
-4.99625,-0.297383934611109,-8.7409716604552
-4.995,-0.297721047999788,-8.7409716604552
-4.99375,-0.298395274777144,-8.7409716604552
-4.9925,-0.298732388165823,-8.7409716604552
-4.99125,-0.298732388165823,-8.7409716604552
-4.99,-0.298732388165823,-8.7409716604552
-4.98875,-0.298395274777144,-8.7409716604552
-4.9875,-0.297721047999788,-8.7409716604552
-4.98625,-0.297046821222431,-8.7409716604552
-4.985,-0.296372594445074,-8.7409716604552
-4.98375,-0.296035481056395,-8.7409716604552
-4.9825,-0.295698367667717,-8.7409716604552
-4.98125,-0.295698367667717,-8.7409716604552
-4.98,-0.295698367667717,-8.7409716604552
-4.97875,-0.296372594445074,-8.7409716604552
-4.9775,-0.296709707833752,-8.7409716604552
-4.97625,-0.297383934611109,-8.7409716604552
-4.975,-0.297721047999788,-8.7409716604552
-4.97375,-0.297721047999788,-8.7409716604552
-4.9725,-0.297383934611109,-8.7409716604552
-4.97125,-0.296709707833752,-8.7409716604552
-4.97,-0.296035481056395,-8.7409716604552
-4.96875,-0.295361254279038,-8.7409716604552
-4.9675,-0.294687027501682,-8.7409716604552
-4.96625,-0.294349914113003,-8.7409716604552
-4.965,-0.294349914113003,-8.7409716604552
-4.96375,-0.294349914113003,-8.7409716604552
-4.9625,-0.29502414089036,-8.7409716604552
-4.96125,-0.295361254279038,-8.7409716604552
-4.96,-0.296035481056395,-8.7409716604552
-4.95875,-0.296372594445074,-8.7409716604552
-4.9575,-0.296372594445074,-8.7409716604552
-4.95625,-0.296372594445074,-8.7409716604552
-4.955,-0.295698367667717,-8.7409716604552
-4.95375,-0.29502414089036,-8.7409716604552
-4.9525,-0.294349914113003,-8.7409716604552
-4.95125,-0.293675687335646,-8.7409716604552
-4.95,-0.293338573946968,-8.7409716604552
-4.94875,-0.293338573946968,-8.7409716604552
-4.9475,-0.293338573946968,-8.7409716604552
-4.94625,-0.293675687335646,-8.7409716604552
-4.945,-0.294012800724325,-8.7409716604552
-4.94375,-0.294687027501682,-8.7409716604552
-4.9425,-0.29502414089036,-8.7409716604552
-4.94125,-0.29502414089036,-8.7409716604552
-4.94,-0.29502414089036,-8.7409716604552
-4.93875,-0.294687027501682,-8.73745929159046
-4.9375,-0.294012800724325,-8.7409716604552
-4.93625,-0.293338573946968,-8.7409716604552
-4.935,-0.292664347169611,-8.73745929159046
-4.93375,-0.292327233780932,-8.73745929159046
-4.9325,-0.291990120392254,-8.7409716604552
-4.93125,-0.291990120392254,-8.7409716604552
-4.93,-0.292327233780932,-8.7409716604552
-4.92875,-0.292664347169611,-8.73745929159046
-4.9275,-0.293338573946968,-8.7409716604552
-4.92625,-0.293675687335646,-8.7409716604552
-4.925,-0.294012800724325,-8.7409716604552
-4.92375,-0.294012800724325,-8.7409716604552
-4.9225,-0.293675687335646,-8.7409716604552
-4.92125,-0.293338573946968,-8.7409716604552
-4.92,-0.292664347169611,-8.7409716604552
-4.91875,-0.291990120392254,-8.73745929159046
-4.9175,-0.291315893614897,-8.73745929159046
-4.91625,-0.290978780226219,-8.7409716604552
-4.915,-0.290978780226219,-8.7409716604552
-4.91375,-0.290978780226219,-8.7409716604552
-4.9125,-0.291315893614897,-8.7409716604552
-4.91125,-0.291990120392254,-8.7409716604552
-4.91,-0.292664347169611,-8.7409716604552
-4.90875,-0.292664347169611,-8.7409716604552
-4.9075,-0.292664347169611,-8.7409716604552
-4.90625,-0.292664347169611,-8.7409716604552
-4.905,-0.292327233780932,-8.7409716604552
-4.90375,-0.291653007003575,-8.7409716604552
-4.9025,-0.290978780226219,-8.7409716604552
-4.90125,-0.290304553448862,-8.7409716604552
-4.9,-0.289967440060183,-8.7409716604552
-4.89875,-0.289630326671505,-8.7409716604552
-4.8975,-0.289630326671505,-8.7409716604552
-4.89625,-0.290304553448862,-8.7409716604552
