#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244659266
#Software Version,2.7.5
Time (s),C1 (V),C2 (V)
-5,-0.201643732226429,-0.342897704862546
-4.99875,-0.201306618837751,-0.339385335997807
-4.9975,-0.200969505449072,-0.339385335997807
-4.99625,-0.199958165283037,-0.339385335997807
-4.995,-0.198946825117001,-0.335872967133067
-4.99375,-0.197935484950966,-0.335872967133067
-4.9925,-0.197598371562288,-0.332360598268327
-4.99125,-0.197261258173609,-0.335872967133067
-4.99,-0.197261258173609,-0.335872967133067
-4.98875,-0.197261258173609,-0.335872967133067
-4.9875,-0.197935484950966,-0.335872967133067
-4.98625,-0.198272598339645,-0.335872967133067
-4.985,-0.198946825117001,-0.339385335997807
-4.98375,-0.198946825117001,-0.339385335997807
-4.9825,-0.198946825117001,-0.335872967133067
-4.98125,-0.198609711728323,-0.335872967133067
-4.98,-0.197598371562288,-0.335872967133067
-4.97875,-0.196924144784931,-0.332360598268327
-4.9775,-0.195912804618895,-0.332360598268327
-4.97625,-0.19490146445286,-0.328848229403588
-4.975,-0.19490146445286,-0.328848229403588
-4.97375,-0.194564351064182,-0.328848229403588
-4.9725,-0.194564351064182,-0.328848229403588
-4.97125,-0.195238577841538,-0.332360598268327
-4.97,-0.195575691230217,-0.332360598268327
-4.96875,-0.196587031396252,-0.332360598268327
-4.9675,-0.196587031396252,-0.332360598268327
-4.96625,-0.196587031396252,-0.332360598268327
-4.965,-0.196249918007574,-0.332360598268327
-4.96375,-0.195575691230217,-0.332360598268327
-4.9625,-0.194564351064182,-0.332360598268327
-4.96125,-0.193553010898146,-0.325335860538848
-4.96,-0.192878784120789,-0.325335860538848
-4.95875,-0.192204557343432,-0.325335860538848
-4.9575,-0.192204557343432,-0.325335860538848
-4.95625,-0.192204557343432,-0.325335860538848
-4.955,-0.192541670732111,-0.325335860538848
-4.95375,-0.192878784120789,-0.325335860538848
-4.9525,-0.193890124286825,-0.328848229403588
-4.95125,-0.194227237675503,-0.328848229403588
-4.95,-0.193890124286825,-0.328848229403588
-4.94875,-0.193890124286825,-0.328848229403588
-4.9475,-0.193215897509468,-0.328848229403588
-4.94625,-0.192204557343432,-0.325335860538848
-4.945,-0.191530330566075,-0.325335860538848
-4.94375,-0.19051899040004,-0.321823491674108
-4.9425,-0.189844763622683,-0.321823491674108
-4.94125,-0.189844763622683,-0.321823491674108
-4.94,-0.189507650234005,-0.321823491674108
-4.93875,-0.189844763622683,-0.321823491674108
-4.9375,-0.19051899040004,-0.321823491674108
-4.93625,-0.190856103788719,-0.325335860538848
-4.935,-0.191530330566075,-0.325335860538848
-4.93375,-0.191530330566075,-0.325335860538848
-4.9325,-0.191193217177397,-0.325335860538848
-4.93125,-0.190856103788719,-0.321823491674108
-4.93,-0.190181877011362,-0.321823491674108
-4.92875,-0.189507650234005,-0.321823491674108
-4.9275,-0.188496310067969,-0.318311122809368
-4.92625,-0.187484969901934,-0.318311122809368
-4.925,-0.187484969901934,-0.318311122809368
-4.92375,-0.187147856513256,-0.318311122809368
-4.9225,-0.187484969901934,-0.318311122809368
-4.92125,-0.187822083290613,-0.318311122809368
-4.92,-0.188159196679291,-0.318311122809368
-4.91875,-0.188833423456648,-0.321823491674108
-4.9175,-0.189170536845326,-0.321823491674108
-4.91625,-0.189170536845326,-0.321823491674108
-4.915,-0.188833423456648,-0.318311122809368
-4.91375,-0.188159196679291,-0.318311122809368
-4.9125,-0.187147856513256,-0.318311122809368
-4.91125,-0.186473629735899,-0.314798753944629
-4.91,-0.185462289569863,-0.314798753944629
-4.90875,-0.185125176181185,-0.314798753944629
-4.9075,-0.184788062792506,-0.311286385079889
-4.90625,-0.184788062792506,-0.314798753944629
-4.905,-0.185462289569863,-0.314798753944629
-4.90375,-0.185799402958542,-0.314798753944629
-4.9025,-0.186473629735899,-0.314798753944629
-4.90125,-0.186810743124577,-0.318311122809368
-4.9,-0.186473629735899,-0.314798753944629
-4.89875,-0.186473629735899,-0.314798753944629
-4.8975,-0.185799402958542,-0.314798753944629
-4.89625,-0.184788062792506,-0.314798753944629
-4.895,-0.18411383601515,-0.311286385079889
-4.89375,-0.183102495849114,-0.307774016215149
-4.8925,-0.182428269071757,-0.307774016215149
-4.89125,-0.182091155683079,-0.307774016215149
-4.89,-0.182091155683079,-0.307774016215149
-4.88875,-0.182428269071757,-0.307774016215149
-4.8875,-0.183102495849114,-0.307774016215149
-4.88625,-0.183439609237793,-0.311286385079889
-4.885,-0.18411383601515,-0.311286385079889
-4.88375,-0.18411383601515,-0.311286385079889
-4.8825,-0.18411383601515,-0.311286385079889
-4.88125,-0.183439609237793,-0.311286385079889
-4.88,-0.182765382460436,-0.307774016215149
-4.87875,-0.1817540422944,-0.307774016215149
-4.8775,-0.181079815517044,-0.30426164735041
-4.87625,-0.180068475351008,-0.30426164735041
-4.875,-0.17973136196233,-0.30426164735041
-4.87375,-0.17973136196233,-0.30426164735041
-4.8725,-0.180068475351008,-0.30426164735041
-4.87125,-0.180405588739687,-0.30426164735041
-4.87,-0.180742702128365,-0.307774016215149
-4.86875,-0.181416928905722,-0.307774016215149
-4.8675,-0.1817540422944,-0.307774016215149
-4.86625,-0.1817540422944,-0.307774016215149
-4.865,-0.181416928905722,-0.307774016215149
-4.86375,-0.180405588739687,-0.30426164735041
-4.8625,-0.17973136196233,-0.30426164735041
-4.86125,-0.178720021796294,-0.30074927848567
-4.86,-0.177708681630259,-0.30074927848567
-4.85875,-0.177371568241581,-0.30074927848567
-4.8575,-0.177371568241581,-0.30074927848567
-4.85625,-0.177371568241581,-0.30074927848567
-4.855,-0.177708681630259,-0.30074927848567
-4.85375,-0.178045795018937,-0.30074927848567
-4.8525,-0.179057135184973,-0.30426164735041
-4.85125,-0.179394248573651,-0.30426164735041
-4.85,-0.179057135184973,-0.30426164735041
-4.84875,-0.179057135184973,-0.30074927848567
-4.8475,-0.178382908407616,-0.30074927848567
-4.84625,-0.177371568241581,-0.30074927848567
-4.845,-0.176697341464224,-0.29723690962093
-4.84375,-0.175686001298188,-0.29723690962093
-4.8425,-0.175011774520831,-0.29372454075619
-4.84125,-0.174674661132153,-0.29372454075619
-4.84,-0.174674661132153,-0.29372454075619
-4.83875,-0.175011774520831,-0.29372454075619
-4.8375,-0.175686001298188,-0.29723690962093
-4.83625,-0.176023114686867,-0.29723690962093
-4.835,-0.176697341464224,-0.29723690962093
-4.83375,-0.176697341464224,-0.29723690962093
-4.8325,-0.176697341464224,-0.29723690962093
-4.83125,-0.176023114686867,-0.29723690962093
-4.83,-0.175011774520831,-0.29723690962093
-4.82875,-0.174337547743474,-0.29372454075619
-4.8275,-0.173326207577439,-0.29372454075619
-4.82625,-0.172651980800082,-0.290212171891451
-4.825,-0.172314867411404,-0.290212171891451
-4.82375,-0.171977754022725,-0.290212171891451
-4.8225,-0.172314867411404,-0.290212171891451
-4.82125,-0.172651980800082,-0.290212171891451
-4.82,-0.172989094188761,-0.29372454075619
-4.81875,-0.174000434354796,-0.29372454075619
-4.8175,-0.174000434354796,-0.29372454075619
-4.81625,-0.174000434354796,-0.29372454075619
-4.815,-0.173663320966118,-0.29372454075619
-4.81375,-0.172651980800082,-0.29372454075619
-4.8125,-0.171977754022725,-0.290212171891451
-4.81125,-0.17096641385669,-0.290212171891451
-4.81,-0.169955073690655,-0.286699803026711
-4.80875,-0.169617960301976,-0.286699803026711
-4.8075,-0.169280846913298,-0.286699803026711
