0,-5,52,2.06
1,-4.99875,189.6,2.046
2,-4.9975,161.6,2.026
3,-4.99625,207.8,2.008
4,-4.995,62.2,1.994
5,-4.99375,175.4,1.972
6,-4.9925,151.6,1.954
7,-4.99125,198.8,1.938
8,-4.99,70,1.92
9,-4.98875,155.2,1.898
10,-4.9875,142,1.882
11,-4.98625,193.6,1.864
12,-4.985,80.4,1.846
13,-4.98375,139.4,1.826
14,-4.9825,145.8,1.808
15,-4.98125,173.8,1.79
16,-4.98,88.8,1.772
17,-4.97875,134.4,1.752
18,-4.9775,183.2,1.734
19,-4.97625,175.2,1.716
20,-4.975,95.6,1.696
21,-4.97375,105.6,1.682
22,-4.9725,192,1.66
23,-4.97125,199.4,1.642
24,-4.97,120.8,1.624
25,-4.96875,89.4,1.608
26,-4.9675,187,1.59
27,-4.96625,174.8,1.572
28,-4.965,126.6,1.554
29,-4.96375,85.2,1.536
30,-4.9625,163.4,1.52
31,-4.96125,157.2,1.502
32,-4.96,143.8,1.484
33,-4.95875,71.6,1.466
34,-4.9575,178.4,1.45
35,-4.95625,141.8,1.432
36,-4.955,142,1.414
37,-4.95375,66.8,1.396
38,-4.9525,205.2,1.378
39,-4.95125,149.8,1.362
40,-4.95,155.8,1.344
41,-4.94875,51.4,1.326
42,-4.9475,197.6,1.306
43,-4.94625,162.6,1.292
44,-4.945,184.8,1.274
45,-4.94375,48.6,1.256
46,-4.9425,185.8,1.238
47,-4.94125,146.4,1.22
48,-4.94,183.6,1.204
49,-4.93875,54,1.186
50,-4.9375,170.4,1.172
51,-4.93625,134.4,1.15
52,-4.935,191.2,1.136
53,-4.93375,58.4,1.12
54,-4.9325,169,1.102
55,-4.93125,128.6,1.084
56,-4.93,170,1.066
57,-4.92875,57.8,1.048
58,-4.9275,173,1.032
59,-4.92625,149.4,1.014
60,-4.925,176.8,0.996
61,-4.92375,57.8,0.982
62,-4.9225,149.8,0.964
63,-4.92125,159.6,0.946
64,-4.92,205.2,0.93
65,-4.91875,72,0.912
66,-4.9175,131.6,0.894
67,-4.91625,153.8,0.874
68,-4.915,185.6,0.856
69,-4.91375,75,0.838
70,-4.9125,122.6,0.82
71,-4.91125,136.4,0.802
72,-4.91,175.4,0.786
73,-4.90875,86.2,0.768
74,-4.9075,113,0.75
75,-4.90625,146.4,0.736
76,-4.905,154.2,0.716
77,-4.90375,86.4,0.698
78,-4.9025,107.6,0.68
79,-4.90125,178.8,0.662
80,-4.9,161,0.644
81,-4.89875,95.2,0.628
82,-4.8975,84.8,0.61
83,-4.89625,184.8,0.588
84,-4.895,187.6,0.574
85,-4.89375,118.8,0.554
86,-4.8925,75.6,0.54
87,-4.89125,177.2,0.522
88,-4.89,164,0.504
89,-4.88875,117.4,0.484
90,-4.8875,73.4,0.466
91,-4.88625,151.8,0.448
92,-4.885,144,0.43
93,-4.88375,124.6,0.414
94,-4.8825,66.2,0.396
95,-4.88125,175.4,0.378
96,-4.88,134.6,0.356
97,-4.87875,107.6,0.34
98,-4.8775,53.4,0.322
99,-4.87625,185.6,0.304
100,-4.875,140,0.286
101,-4.87375,131.6,0.27
102,-4.8725,46,0.252
103,-4.87125,183.8,0.23
104,-4.87,163.4,0.212
105,-4.86875,164.4,0.196
106,-4.8675,48,0.178
107,-4.86625,179.8,0.16
108,-4.865,145.4,0.14
109,-4.86375,157.6,0.126
110,-4.8625,48.6,0.108
111,-4.86125,162,0.086
112,-4.86,125.2,0.068
113,-4.85875,162.4,0.048
114,-4.8575,45.4,0.03
115,-4.85625,185.2,0.012
116,-4.855,121.2,0.002
117,-4.85375,144.4,0.002
118,-4.8525,39,0.006
119,-4.85125,181.8,0.006
120,-4.85,135,0.006
121,-4.84875,168,0.006
122,-4.8475,43.6,0.006
123,-4.84625,172.8,0.006
124,-4.845,154.8,0.1
125,-4.84375,204.4,0.118
126,-4.8425,58.4,0.118
127,-4.84125,164.6,1.224
128,-4.84,143.8,4.99
129,-4.83875,188,4.99
130,-4.8375,58.4,4.99
131,-4.83625,146.2,4.99
132,-4.835,127,4.99
133,-4.83375,180.8,4.98
134,-4.8325,62.6,4.958
135,-4.83125,148.4,4.94
136,-4.83,126.2,4.92
137,-4.82875,153.2,4.902
138,-4.8275,52.8,4.884
139,-4.82625,131.6,4.86
140,-4.825,144.4,4.842
141,-4.82375,163.4,4.822
142,-4.8225,63.6,4.804
143,-4.82125,111.4,4.786
