#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244659266
#Software Version,2.7.5
Sample,Time (s),C1 (mV),C2 (V)
0,-5,268.8,2.33
1,-4.99875,191.8,2.328
2,-4.9975,198,2.316
3,-4.99625,232,2.306
4,-4.995,246.8,2.3
5,-4.99375,286,2.288
6,-4.9925,263,2.282
7,-4.99125,184.8,2.274
8,-4.99,211,2.268
9,-4.98875,265.6,2.26
10,-4.9875,279.6,2.254
11,-4.98625,198,2.242
12,-4.985,190.6,2.236
13,-4.98375,223.2,2.228
14,-4.9825,243.4,2.222
15,-4.98125,287.2,2.214
16,-4.98,267.4,2.204
17,-4.97875,180,2.198
18,-4.9775,217.2,2.186
19,-4.97625,275.2,2.18
20,-4.975,252.6,2.172
21,-4.97375,182.4,2.162
22,-4.9725,197.6,2.156
23,-4.97125,245.2,2.148
24,-4.97,285.2,2.142
25,-4.96875,278.2,2.134
26,-4.9675,189.2,2.124
27,-4.96625,205.4,2.116
28,-4.965,246.4,2.106
29,-4.96375,295.6,2.098
30,-4.9625,200.2,2.088
31,-4.96125,177.8,2.082
32,-4.96,231,2.07
33,-4.95875,280.8,2.064
34,-4.9575,295.6,2.06
35,-4.95625,191.6,2.05
36,-4.955,191.6,2.04
37,-4.95375,254.2,2.028
38,-4.9525,299.4,2.022
39,-4.95125,186.4,2.014
40,-4.95,174,2.004
41,-4.94875,237.8,1.998
42,-4.9475,299.8,1.99
43,-4.94625,291,1.98
44,-4.945,176,1.972
45,-4.94375,202,1.962
46,-4.9425,282.6,1.952
47,-4.94125,248.2,1.944
48,-4.94,174.6,1.934
49,-4.93875,207.8,1.926
50,-4.9375,259.2,1.916
51,-4.93625,314,1.906
52,-4.935,215.4,1.902
53,-4.93375,184.4,1.892
54,-4.9325,266.8,1.882
55,-4.93125,276.8,1.874
56,-4.93,177.4,1.864
57,-4.92875,189.8,1.854
58,-4.9275,242,1.846
59,-4.92625,305.4,1.836
60,-4.925,244.8,1.826
61,-4.92375,176.6,1.822
62,-4.9225,255.6,1.808
63,-4.92125,278.6,1.8
64,-4.92,178.8,1.79
65,-4.91875,196,1.78
66,-4.9175,258,1.768
67,-4.91625,316.2,1.758
68,-4.915,206,1.748
69,-4.91375,187.4,1.74
70,-4.9125,259,1.73
71,-4.91125,280.2,1.72
72,-4.91,169.2,1.712
73,-4.90875,199.6,1.702
74,-4.9075,283.6,1.696
75,-4.90625,308.8,1.684
76,-4.905,171.4,1.674
77,-4.90375,201,1.664
78,-4.9025,303.8,1.652
79,-4.90125,227.6,1.646
80,-4.9,157.8,1.636
81,-4.89875,227,1.624
82,-4.8975,325,1.614
83,-4.89625,250.8,1.608
84,-4.895,164.2,1.596
85,-4.89375,252.8,1.586
86,-4.8925,269.8,1.576
87,-4.89125,175.6,1.566
88,-4.89,204,1.558
89,-4.88875,294.4,1.544
90,-4.8875,288.6,1.534
91,-4.88625,166.2,1.526
92,-4.885,246.2,1.516
93,-4.88375,280.8,1.502
94,-4.8825,168,1.494
95,-4.88125,195,1.484
96,-4.88,293.4,1.474
97,-4.87875,299.4,1.466
98,-4.8775,166.6,1.456
99,-4.87625,243.8,1.446
100,-4.875,270.4,1.436
101,-4.87375,165.6,1.428
102,-4.8725,203.6,1.418
103,-4.87125,316.6,1.408
104,-4.87,249.8,1.392
105,-4.86875,177,1.382
106,-4.8675,269,1.372
107,-4.86625,256.2,1.362
108,-4.865,157.8,1.348
109,-4.86375,230,1.34
110,-4.8625,341.2,1.33
111,-4.86125,201,1.316
112,-4.86,180.4,1.306
113,-4.85875,304.4,1.294
114,-4.8575,201.4,1.284
115,-4.85625,170.6,1.274
116,-4.855,284.6,1.26
117,-4.85375,314.6,1.252
118,-4.8525,160.2,1.242
119,-4.85125,241.4,1.232
120,-4.85,260.4,1.22
121,-4.84875,160.8,1.21
122,-4.8475,225.6,1.196
123,-4.84625,344.6,1.186
124,-4.845,198,1.176
125,-4.84375,209.8,1.164
126,-4.8425,288.2,1.154
127,-4.84125,168.6,1.14
128,-4.84,190.2,1.134
129,-4.83875,323,1.122
130,-4.8375,246.4,1.108
131,-4.83625,181.4,1.098
132,-4.835,289,1.088
133,-4.83375,183.4,1.076
134,-4.8325,184.4,1.066
135,-4.83125,330,1.056
136,-4.83,243.4,1.042
137,-4.82875,175.6,1.032
138,-4.8275,288.6,1.02
139,-4.82625,195,1.006
140,-4.825,173.4,0.996
141,-4.82375,321,0.986
142,-4.8225,259.6,0.972
143,-4.82125,172.4,0.96
144,-4.82,294.4,0.95
145,-4.81875,196.2,0.936
146,-4.8175,175,0.926
147,-4.81625,321.4,0.916
148,-4.815,257.2,0.902
149,-4.81375,167.6,0.89
150,-4.8125,285.6,0.874
151,-4.81125,183.2,0.862
152,-4.81,192.8,0.852
153,-4.80875,339.2,0.838
154,-4.8075,222.2,0.828
155,-4.80625,205.4,0.814
156,-4.805,274.2,0.8
157,-4.80375,158.2,0.788
158,-4.8025,215.2,0.774
159,-4.80125,350,0.764
160,-4.8,185.8,0.75
161,-4.79875,249.6,0.74
162,-4.7975,230.2,0.726
163,-4.79625,157.4,0.716
164,-4.795,294,0.702
165,-4.79375,281.2,0.69
166,-4.7925,172.4,0.676
167,-4.79125,282.8,0.662
168,-4.79,185.2,0.648
169,-4.78875,184.8,0.638
170,-4.7875,353.4,0.624
171,-4.78625,203.6,0.61
172,-4.785,209,0.596
173,-4.78375,269.4,0.586
174,-4.7825,155.8,0.572
175,-4.78125,265,0.558
176,-4.78,320.6,0.546
177,-4.77875,163.6,0.532
178,-4.7775,271.8,0.522
179,-4.77625,184.8,0.508
180,-4.775,189.6,0.49
181,-4.77375,351,0.48
182,-4.7725,200.6,0.466
183,-4.77125,242.4,0.452
184,-4.77,230,0.438
185,-4.76875,154.2,0.424
186,-4.7675,294.6,0.414
187,-4.76625,275.8,0.398
188,-4.765,193.2,0.382
189,-4.76375,270.4,0.368
190,-4.7625,152.4,0.356
191,-4.76125,260,0.34
192,-4.76,306.2,0.326
193,-4.75875,177.4,0.312
194,-4.7575,282.6,0.3
195,-4.75625,170,0.286
196,-4.755,205.4,0.272
197,-4.75375,351,0.258
198,-4.7525,171.4,0.244
199,-4.75125,261,0.23
200,-4.75,207.4,0.212
201,-4.74875,174.6,0.198
202,-4.7475,355.8,0.184
203,-4.74625,201.6,0.17
204,-4.745,227.2,0.156
205,-4.74375,216.2,0.142
206,-4.7425,171.4,0.128
207,-4.74125,341.2,0.118
208,-4.74,221.8,0.1
209,-4.73875,234,0.086
210,-4.7375,218.2,0.072
211,-4.73625,157.4,0.054
212,-4.735,329.8,0.04
213,-4.73375,236.8,0.026
214,-4.7325,232,0.01
215,-4.73125,222.2,0.006
216,-4.73,158.2,0.006
217,-4.72875,339.6,0.006
218,-4.7275,219.6,0.006
219,-4.72625,229,0.006
220,-4.725,225.2,0.006
221,-4.72375,159.8,0.006
222,-4.7225,340.8,0.006
223,-4.72125,211.8,0.006
224,-4.72,234.6,0.006
225,-4.71875,215.8,0.11
226,-4.7175,172.4,0.114
227,-4.71625,358.8,0.114
228,-4.715,198.6,0.118
229,-4.71375,236.4,3.118
230,-4.7125,193.6,4.996
231,-4.71125,192.6,4.996
232,-4.71,345.6,4.996
233,-4.70875,189.6,4.996
234,-4.7075,267.4,4.996
235,-4.70625,167,4.99
236,-4.705,219.6,4.976
237,-4.70375,336.4,4.962
238,-4.7025,195.2,4.944
239,-4.70125,264.4,4.93
240,-4.7,148.8,4.912
241,-4.69875,279.2,4.898
242,-4.6975,271.8,4.884
243,-4.69625,208.4,4.866
244,-4.695,252.2,4.85
245,-4.69375,143.6,4.836
246,-4.6925,325,4.818
247,-4.69125,229.6,4.8
248,-4.69,239.8,4.782
249,-4.68875,204,4.768
250,-4.6875,185.8,4.75
251,-4.68625,366.8,4.736
252,-4.685,180,4.72
253,-4.68375,248.8,4.706
254,-4.6825,167.2,4.692
255,-4.68125,245.2,4.674
256,-4.68,310.6,4.656
257,-4.67875,204.4,4.638
258,-4.6775,242.4,4.624
259,-4.67625,146,4.606
260,-4.675,321.6,4.592
261,-4.67375,236.8,4.578
262,-4.6725,247.4,4.562
263,-4.67125,181.8,4.544
264,-4.67,206.8,4.534
265,-4.66875,325.8,4.516
266,-4.6675,193.6,4.502
267,-4.66625,266.8,4.484
268,-4.665,146.4,4.47
269,-4.66375,309.6,4.452
270,-4.6625,239.4,4.432
271,-4.66125,229,4.418
272,-4.66,198.6,4.4
273,-4.65875,191.6,4.382
274,-4.6575,352,4.364
275,-4.65625,189.8,4.35
276,-4.655,251.8,4.336
277,-4.65375,153,4.322
278,-4.6525,308.6,4.304
279,-4.65125,249.8,4.288
280,-4.65,240.4,4.27
281,-4.64875,177.4,4.256
282,-4.6475,198,4.234
283,-4.64625,336.2,4.22
284,-4.645,208.4,4.202
285,-4.64375,244.2,4.188
286,-4.6425,145.6,4.172
287,-4.64125,331.8,4.158
288,-4.64,216.2,4.14
289,-4.63875,258,4.122
290,-4.6375,160.6,4.108
291,-4.63625,264,4.09
292,-4.635,275.2,4.072
293,-4.63375,214.2,4.056
294,-4.6325,223.6,4.038
295,-4.63125,179.8,4.02
296,-4.63,348,4.002
297,-4.62875,186.8,3.986
298,-4.6275,240.4,3.968
299,-4.62625,154.4,3.954
300,-4.625,334.2,3.932
301,-4.62375,227.6,3.918
302,-4.6225,256.6,3.9
303,-4.62125,148.4,3.886
304,-4.62,255.2,3.866
305,-4.61875,290.4,3.848
306,-4.6175,239.8,3.838
307,-4.61625,189.2,3.82
308,-4.615,203,3.802
309,-4.61375,315,3.784
310,-4.6125,208,3.77
311,-4.61125,235,3.754
312,-4.61,157.8,3.736
313,-4.60875,340.6,3.718
314,-4.6075,195,3.7
315,-4.60625,260,3.684
316,-4.605,154.4,3.67
317,-4.60375,333.8,3.648
318,-4.6025,214.8,3.634
319,-4.60125,243.2,3.612
320,-4.6,151,3.598
321,-4.59875,297.4,3.578
322,-4.5975,257,3.564
323,-4.59625,248.6,3.546
324,-4.595,151,3.528
325,-4.59375,249.8,3.51
326,-4.5925,291.4,3.49
327,-4.59125,245.8,3.472
328,-4.59,175.4,3.458
329,-4.58875,226.2,3.438
330,-4.5875,292.4,3.42
331,-4.58625,231.6,3.402
332,-4.585,198,3.38
333,-4.58375,201.6,3.366
334,-4.5825,312.8,3.346
335,-4.58125,215.2,3.328
336,-4.58,220.6,3.31
337,-4.57875,190.2,3.294
338,-4.5775,337.8,3.272
339,-4.57625,194.6,3.254
340,-4.575,208.4,3.236
341,-4.57375,179,3.216
342,-4.5725,341.6,3.198
343,-4.57125,225,3.18
344,-4.57,207.8,3.164
345,-4.56875,161.8,3.146
346,-4.5675,339.2,3.124
347,-4.56625,229.2,3.108
348,-4.565,214.4,3.09
349,-4.56375,171.6,3.064
350,-4.5625,314.6,3.048
351,-4.56125,255.2,1.39
352,-4.56,0.4,3.006
353,-4.55875,0.4,2.984
354,-4.5575,0.4,2.97
355,-4.55625,-323,2.946
356,-4.555,-2015.8,2.928
357,-4.55375,-1748.2,2.91
358,-4.5525,-1364,2.892
359,-4.55125,-1127.2,2.876
360,-4.55,-1061.8,2.862
361,-4.54875,-925,2.848
362,-4.5475,-985,2.834
363,-4.54625,-959.8,2.822
364,-4.545,-848.4,2.808
365,-4.54375,-769.6,2.798
366,-4.5425,-758.8,2.788
367,-4.54125,-680.6,2.776
368,-4.54,-634.8,2.766
369,-4.53875,-662,2.756
370,-4.5375,-640.4,2.748
371,-4.53625,-577.4,2.742
372,-4.535,-522.4,2.734
373,-4.53375,-483,2.724
374,-4.5325,-475.2,2.72
375,-4.53125,-463.4,2.714
376,-4.53,-434.8,2.706
377,-4.52875,-355.2,2.7
378,-4.5275,-346.6,2.692
379,-4.52625,-354.6,2.686
380,-4.525,-364.4,2.676
381,-4.52375,-364,2.672
382,-4.5225,-341.2,2.664
383,-4.52125,-303.4,2.66
384,-4.52,-275.8,2.658
385,-4.51875,-259.6,2.65
386,-4.5175,-267.6,2.646
387,-4.51625,-267.6,2.64
388,-4.515,-260.6,2.636
389,-4.51375,-252.2,2.63
390,-4.5125,-260.6,2.626
391,-4.51125,-259.2,2.622
392,-4.51,-249.8,2.618
393,-4.50875,-238.2,2.616
394,-4.5075,-268.2,2.612
395,-4.50625,-270.6,2.608
396,-4.505,-261.2,2.604
397,-4.50375,-261.2,2.602
398,-4.5025,-266.6,2.598
399,-4.50125,-258.2,2.594
400,-4.5,-254.2,2.59
401,-4.49875,-240.6,4.434
402,-4.4975,-189.4,4.446
403,-4.49625,-255.4,4.456
404,-4.495,-347.6,4.466
405,-4.49375,-229.2,4.476
406,-4.4925,-223.8,4.484
407,-4.49125,-329.6,4.498
408,-4.49,-243,4.512
409,-4.48875,-189,4.518
410,-4.4875,-250.4,4.53
411,-4.48625,-352.6,4.54
412,-4.485,-240.4,4.55
413,-4.48375,-225.8,4.562
414,-4.4825,-318.6,4.572
415,-4.48125,-233.6,4.582
416,-4.48,-187.4,4.59
417,-4.47875,-268,4.6
418,-4.4775,-354.2,4.614
419,-4.47625,-219,4.624
420,-4.475,-252.2,4.634
421,-4.47375,-313.4,4.646
422,-4.4725,-202.6,4.66
423,-4.47125,-192.4,4.67
424,-4.47,-306.4,4.68
425,-4.46875,-326.2,4.692
426,-4.4675,-211.4,4.702
427,-4.46625,-291.2,4.712
428,-4.465,-289.6,4.722
429,-4.46375,-180.6,4.734
430,-4.4625,-214,4.748
431,-4.46125,-359,4.758
432,-4.46,-249.8,4.768
433,-4.45875,-224.4,4.782
434,-4.4575,-325,4.792
435,-4.45625,-223.4,4.808
436,-4.455,-191,4.814
437,-4.45375,-308.4,4.824
438,-4.4525,-303.4,4.838
439,-4.45125,-201.2,4.85
440,-4.45,-304,4.864
441,-4.44875,-258.6,4.874
442,-4.4475,-187.4,4.888
443,-4.44625,-270.4,4.902
444,-4.445,-346.8,4.912
445,-4.44375,-211.4,4.926
446,-4.4425,-273.4,4.94
447,-4.44125,-280.4,4.952
448,-4.44,-178,4.966
449,-4.43875,-246.8,4.976
450,-4.4375,-363.6,4.986
451,-4.43625,-224.4,4.99
452,-4.435,-270,4.994
453,-4.43375,-285.4,4.994
454,-4.4325,-171.8,4.99
455,-4.43125,-230.6,4.994
456,-4.43,-366,4.994
457,-4.42875,-229.6,4.994
458,-4.4275,-270,1.688
459,-4.42625,-291.8,0.114
460,-4.425,-177.6,0.11
461,-4.42375,-241.4,0.11
462,-4.4225,-354.2,0.11
463,-4.42125,-213.6,0.062
464,-4.42,-283.4,0.006
465,-4.41875,-268.6,0.006
466,-4.4175,-178.2,0.002
467,-4.41625,-291.2,0.006
468,-4.415,-313.8,0.002
469,-4.41375,-208.6,0.002
470,-4.4125,-314.2,0.002
471,-4.41125,-220.8,0.006
472,-4.41,-190,0.006
473,-4.40875,-346.2,0.002
474,-4.4075,-272.4,0.002
475,-4.40625,-230.8,0.01
476,-4.405,-295.6,0.024
477,-4.40375,-181.4,0.038
478,-4.4025,-238.2,0.052
479,-4.40125,-365,0.066
480,-4.4,-217.8,0.08
481,-4.39875,-297.6,0.09
482,-4.3975,-235,0.104
483,-4.39625,-167.8,0.122
484,-4.395,-328.6,0.132
485,-4.39375,-294.2,0.146
486,-4.3925,-243,0.16
487,-4.39125,-302.6,0.17
488,-4.39,-174.6,0.184
489,-4.38875,-232.6,0.198
490,-4.3875,-353,0.212
491,-4.38625,-218,0.226
492,-4.385,-307.8,0.24
493,-4.38375,-223.8,0.254
494,-4.3825,-183.6,0.27
495,-4.38125,-353,0.284
496,-4.38,-241,0.298
497,-4.37875,-270.6,0.308
498,-4.3775,-260.2,0.326
499,-4.37625,-176.2,0.336
500,-4.375,-326,0.354
501,-4.37375,-288.2,0.364
502,-4.3725,-241.4,0.378
503,-4.37125,-283.8,0.396
504,-4.37,-169.2,0.41
505,-4.36875,-285.8,0.42
506,-4.3675,-321.6,0.434
507,-4.36625,-229.6,0.452
508,-4.365,-299.4,0.466
509,-4.36375,-170.8,0.48
510,-4.3625,-253.8,0.494
511,-4.36125,-344.2,0.512
512,-4.36,-233.6,0.522
513,-4.35875,-304.8,0.536
514,-4.3575,-178.2,0.55
515,-4.35625,-234.6,0.564
516,-4.355,-345.4,0.578
517,-4.35375,-227.8,0.592
518,-4.3525,-306.8,0.606
519,-4.35125,-181,0.624
520,-4.35,-242,0.634
521,-4.34875,-334.8,0.648
522,-4.3475,-225.8,0.666
523,-4.34625,-306,0.68
524,-4.345,-178,0.694
525,-4.34375,-261.8,0.708
526,-4.3425,-330.6,0.722
527,-4.34125,-235,0.74
528,-4.34,-284.8,0.75
529,-4.33875,-164.4,0.764
530,-4.3375,-299.6,0.782
531,-4.33625,-308,0.796
532,-4.335,-254.4,0.81
533,-4.33375,-264,0.824
534,-4.3325,-155.4,0.842
535,-4.33125,-333,0.856
536,-4.33,-279.4,0.87
537,-4.32875,-282.8,0.888
538,-4.3275,-234.2,0.902
539,-4.32625,-163.8,0.918
540,-4.325,-357.6,0.932
541,-4.32375,-241.4,0.946
542,-4.3225,-306.8,0.96
543,-4.32125,-187.8,0.978
544,-4.32,-232.6,0.992
545,-4.31875,-333.6,1.006
546,-4.3175,-238,1.024
547,-4.31625,-288.8,1.038
548,-4.315,-165.8,1.052
549,-4.31375,-320.8,1.066
550,-4.3125,-277,1.084
551,-4.31125,-279,1.098
552,-4.31,-215,1.116
553,-4.30875,-189.4,1.13
554,-4.3075,-365.8,1.144
555,-4.30625,-241.6,1.158
556,-4.305,-288.2,1.176
557,-4.30375,-153.6,1.19
558,-4.3025,-299.4,1.204
559,-4.30125,-299.4,1.22
560,-4.3,-286.2,1.234
561,-4.29875,-221.4,1.252
562,-4.2975,-180.4,1.266
563,-4.29625,-355.2,1.284
564,-4.295,-248.8,1.302
565,-4.29375,-293.2,1.316
566,-4.2925,-158,1.334
567,-4.29125,-321.8,1.348
568,-4.29,-255.4,1.364
569,-4.28875,-296,1.382
570,-4.2875,-191.4,1.4
571,-4.28625,-246.8,1.418
572,-4.285,-328.6,1.436
573,-4.28375,-261.8,1.45
574,-4.2825,-236.6,1.466
575,-4.28125,-171.2,1.48
576,-4.28,-362.6,1.498
577,-4.27875,-253.8,1.516
578,-4.2775,-278.4,1.53
579,-4.27625,-145.2,1.548
580,-4.275,-335.4,1.568
581,-4.27375,-272.4,1.582
582,-4.2725,-304.4,1.604
583,-4.27125,-160.8,1.618
584,-4.27,-277.4,1.638
585,-4.26875,-289.6,1.652
586,-4.2675,-295.6,1.67
587,-4.26625,-190.8,1.688
588,-4.265,-241,1.706
589,-4.26375,-308.4,1.724
590,-4.2625,-280.4,1.74
591,-4.26125,-213.4,1.762
592,-4.26,-217.8,1.78
593,-4.25875,-335.8,1.796
594,-4.2575,-273,1.818
595,-4.25625,-217.4,1.836
596,-4.255,-193.4,1.854
597,-4.25375,-349.8,1.874
598,-4.2525,-280.4,1.892
599,-4.25125,-222.8,1.906
600,-4.25,-177.2,1.926
601,-4.24875,-349.8,1.948
602,-4.2475,-285.2,1.966
603,-4.24625,-237.2,1.984
604,-4.245,-176,2
605,-4.24375,-339.4,2.018
606,-4.2425,-278.4,2.036
607,-4.24125,-235,2.056
608,-4.24,-193.2,2.078
609,-4.23875,-327.6,2.096
610,-4.2375,-276.8,2.114
611,-4.23625,-218.4,2.134
612,-4.235,-223.2,2.156
613,-4.23375,-325.2,2.172
614,-4.2325,-285.8,2.194
615,-4.23125,-188.4,2.214
616,-4.23,-248.4,2.232
617,-4.22875,-314.2,2.258
618,-4.2275,-300.4,2.274
619,-4.22625,-159.8,2.296
620,-4.225,-278.4,2.316
621,-4.22375,-298.6,2.334
622,-4.2225,-308,2.356
623,-4.22125,-143.2,2.372
624,-4.22,-306.8,2.394
625,-4.21875,-275.4,2.416
626,-4.2175,-299.4,2.44
627,-4.21625,-145,2.458
628,-4.215,-335.4,2.478
629,-4.21375,-264.6,2.5
630,-4.2125,-258.8,2.52
631,-4.21125,-177,2.538
632,-4.21,-344.8,2.56
633,-4.20875,-285.2,2.58
634,-4.2075,-200.2,2.598
635,-4.20625,-232.2,2.618
636,-4.205,-317.6,2.64
637,-4.20375,-302.6,2.66
638,-4.2025,-149.2,2.686
639,-4.20125,-297.2,2.706
640,-4.2,-294.2,2.728
641,-4.19875,-297,2.748
642,-4.1975,-132.8,2.766
643,-4.19625,-335.8,2.79
644,-4.195,-283.4,2.808
645,-4.19375,-245.4,2.83
646,-4.1925,-197.2,2.85
647,-4.19125,-312.2,2.872
648,-4.19,-295.2,2.892
649,-4.18875,-174.2,2.914
650,-4.1875,-294,2.932
651,-4.18625,-286.4,2.956
652,-4.185,-282.2,2.978
653,-4.18375,-143.2,2.998
654,-4.1825,-349.6,3.02
655,-4.18125,-294.2,3.04
656,-4.18,-201.8,3.062
657,-4.17875,-222.2,3.082
658,-4.1775,-313.2,3.104
659,-4.17625,-315.2,3.124
660,-4.175,-136.4,3.146
661,-4.17375,-316.2,3.17
662,-4.1725,-285.4,3.188
663,-4.17125,-251.4,3.208
664,-4.17,-197.4,3.23
665,-4.16875,-305.8,3.252
666,-4.1675,-300.6,3.272
667,-4.16625,-155.6,3.294
668,-4.165,-320.8,3.318
669,-4.16375,-288.6,3.336
670,-4.1625,-238,3.356
671,-4.16125,-193.2,3.378
672,-4.16,-325.2,3.398
673,-4.15875,-308.4,3.42
674,-4.1575,-134.4,3.44
675,-4.15625,-322.6,3.462
676,-4.155,-305.4,3.482
677,-4.15375,-232.2,3.504
678,-4.1525,-207,3.528
679,-4.15125,-296.6,3.55
680,-4.15,-311.4,3.57
681,-4.14875,-145,3.592
682,-4.1475,-326.2,3.61
683,-4.14625,-283.8,3.634
684,-4.145,-201.6,3.654
685,-4.14375,-277.4,3.676
686,-4.1425,-291.2,3.698
687,-4.14125,-265.2,3.714
688,-4.14,-165.2,3.74
689,-4.13875,-336.4,3.76
690,-4.1375,-313.8,3.782
691,-4.13625,-134.2,3.802
692,-4.135,-317.8,3.824
693,-4.13375,-314.2,3.842
694,-4.1325,-220.8,3.862
695,-4.13125,-223.8,3.886
696,-4.13,-289.6,3.904
697,-4.12875,-298.6,3.926
698,-4.1275,-157,3.95
699,-4.12625,-315.2,3.974
700,-4.125,-300,3.996
701,-4.12375,-163.2,4.016
702,-4.1225,-325.6,4.042
703,-4.12125,-297.2,4.062
704,-4.12,-192.4,4.086
705,-4.11875,-260.6,4.104
706,-4.1175,-308.8,4.13
707,-4.11625,-259.2,4.15
708,-4.115,-174.6,4.172
709,-4.11375,-324,4.192
710,-4.1125,-323.6,4.216
711,-4.11125,-132.4,4.238
712,-4.11,-315.2,4.262
713,-4.10875,-316.4,4.284
714,-4.1075,-165.2,4.304
715,-4.10625,-294,4.33
716,-4.105,-286.2,4.35
717,-4.10375,-221,4.372
718,-4.1025,-261.6,4.392
719,-4.10125,-297.6,4.418
720,-4.1,-254.8,4.438
721,-4.09875,-193.2,4.462
722,-4.0975,-321.2,4.488
723,-4.09625,-297,4.512
724,-4.095,-140.8,4.534
725,-4.09375,-326.6,4.558
726,-4.0925,-331,4.578
727,-4.09125,-137.2,4.6
728,-4.09,-309.4,4.624
729,-4.08875,-316.2,4.646
730,-4.0875,-166.8,4.666
731,-4.08625,-294,4.692
732,-4.085,-295,4.712
733,-4.08375,-204.2,4.74
734,-4.0825,-272.4,4.762
735,-4.08125,-299.6,4.786
736,-4.08,-229.2,4.81
737,-4.07875,-235,4.836
738,-4.0775,-313.8,4.856
739,-4.07625,-258.8,4.88
740,-4.075,-186.8,4.902
741,-4.07375,-318.6,4.93
742,-4.0725,-306.8,4.954
743,-4.07125,-155.6,4.976
744,-4.07,-301.6,4.994
745,-4.06875,-321.6,4.994
746,-4.0675,-153.4,4.994
747,-4.06625,-309.8,4.734
748,-4.065,-307.8,0.146
749,-4.06375,-150.4,0.114
750,-4.0625,-326.2,0.082
751,-4.06125,-308.4,0.006
752,-4.06,-142.2,0.006
753,-4.05875,-328,0.006
754,-4.0575,-323.2,0.006
755,-4.05625,-143.2,0.006
756,-4.055,-298,0.002
757,-4.05375,-332.4,0.016
758,-4.0525,-177,0.04
759,-4.05125,-275,0.068
760,-4.05,-309,0.09
761,-4.04875,-200.2,0.118
762,-4.0475,-270,0.14
763,-4.04625,-297.2,0.164
764,-4.045,-207.6,0.188
765,-4.04375,-269.4,0.212
766,-4.0425,-305.8,0.238
767,-4.04125,-208.6,0.262
768,-4.04,-257.6,0.286
769,-4.03875,-318.6,0.312
770,-4.0375,-212.6,0.332
771,-4.03625,-242.6,0.356
772,-4.035,-320.6,0.382
773,-4.03375,-233.6,0.41
774,-4.0325,-229.6,0.43
775,-4.03125,-302,0.456
776,-4.03,-243,0.484
777,-4.02875,-239.4,0.508
778,-4.0275,-290.2,0.528
779,-4.02625,-230.2,0.554
780,-4.025,-253.4,0.574
781,-4.02375,-308.4,0.6
782,-4.0225,-215.8,0.628
783,-4.02125,-252.8,0.648
784,-4.02,-320.2,0.672
785,-4.01875,-204,0.698
786,-4.0175,-251.8,0.722
787,-4.01625,-326.2,0.744
788,-4.015,-206.2,0.768
789,-4.01375,-254.2,0.792
790,-4.0125,-311.8,0.816
791,-4.01125,-199.6,0.846
792,-4.01,-271,0.866
793,-4.00875,-306,0.894
794,-4.0075,-178,0.918
795,-4.00625,-297.2,0.944
796,-4.005,-319.6,0.968
797,-4.00375,-149.2,0.99
798,-4.0025,-311.8,1.014
799,-4.00125,-323.6,1.038
800,-4,-134.2,1.06
801,-3.99875,-315.4,1.084
802,-3.9975,-337,1.108
803,-3.99625,-139.8,1.134
804,-3.995,-298,1.158
805,-3.99375,-324.6,1.178
806,-3.9925,-166.4,1.204
807,-3.99125,-292.2,1.232
808,-3.99,-291.2,1.256
809,-3.98875,-193.2,1.28
810,-3.9875,-309.4,1.302
811,-3.98625,-265,1.33
812,-3.985,-218.8,1.354
813,-3.98375,-316.8,1.378
814,-3.9825,-220,1.408
815,-3.98125,-245.4,1.432
816,-3.98,-329.6,1.456
817,-3.97875,-188.4,1.48
818,-3.9775,-265.2,1.506
819,-3.97625,-328,1.53
820,-3.975,-164.4,1.558
821,-3.97375,-292.6,1.582
822,-3.9725,-306.8,1.61
823,-3.97125,-161.4,1.636
824,-3.97,-309.8,1.66
825,-3.96875,-304,1.688
826,-3.9675,-189.4,1.716
827,-3.96625,-316.2,1.74
828,-3.965,-244,1.768
829,-3.96375,-223.2,1.796
830,-3.9625,-330.4,1.826
831,-3.96125,-200.6,1.85
832,-3.96,-260.6,1.878
833,-3.95875,-327.2,1.902
834,-3.9575,-161.4,1.93
835,-3.95625,-291.8,1.958
836,-3.955,-302.6,1.986
837,-3.95375,-175.2,2.012
838,-3.9525,-315.8,2.036
839,-3.95125,-267.6,2.068
840,-3.95,-220,2.096
841,-3.94875,-327,2.124
842,-3.9475,-186.8,2.152
843,-3.94625,-270,2.18
844,-3.945,-339.8,2.208
845,-3.94375,-151.4,2.236
846,-3.9425,87,0.024
847,-3.94125,0.4,2.292
848,-3.94,186.2,2.324
849,-3.93875,2399.6,2.352
850,-3.9375,2127.2,2.38
851,-3.93625,1987,2.408
852,-3.935,1693.8,2.432
853,-3.93375,1543,2.458
854,-3.9325,1607,2.482
855,-3.93125,1524.2,2.5
856,-3.93,1384.2,2.516
857,-3.92875,1232.8,2.534
858,-3.9275,1236,2.548
859,-3.92625,1233.2,2.566
860,-3.925,1021.6,2.584
861,-3.92375,1014.8,2.598
862,-3.9225,895,2.612
863,-3.92125,851,2.626
864,-3.92,904.2,2.636
865,-3.91875,871.4,2.65
866,-3.9175,713.8,2.66
867,-3.91625,705.6,2.672
868,-3.915,704.2,2.682
869,-3.91375,621.6,2.696
870,-3.9125,630.4,2.706
871,-3.91125,703,2.718
