#Title,Digilent WaveForms Oscilloscope Data
#Device Name,Analog Discovery
#Serial Number,SN:210244659266
#Software Version,2.7.5
Sample,Time (s),C1 (mV),C2 (V)
6235,2.79375,-255.2,4.102
6236,2.795,-262.6,4.104
6237,2.79625,-273.4,4.108
6238,2.7975,-275.4,4.108
6239,2.79875,-266.2,4.116
6240,2.8,-253.4,4.116
6241,2.80125,-258.6,4.118
6242,2.8025,-256.4,4.122
6243,2.80375,-247.4,4.126
6244,2.805,-248,4.13
6245,2.80625,-256.8,4.132
6246,2.8075,-258.8,4.136
6247,2.80875,-254.2,4.14
6248,2.81,-261.8,4.144
6249,2.81125,-277.4,4.146
6250,2.8125,-304,4.15
6251,2.81375,-254.8,4.154
6252,2.815,-239.4,4.16
6253,2.81625,-247,4.164
6254,2.8175,-255.4,4.168
6255,2.81875,-255.2,4.172
6256,2.82,-254.2,4.174
6257,2.82125,-288.8,4.178
6258,2.8225,-277.4,4.182
6259,2.82375,-253.2,4.186
6260,2.825,-247.4,4.192
6261,2.82625,-247,4.196
6262,2.8275,-252.2,4.202
6263,2.82875,-248.8,4.206
6264,2.83,-261.2,4.21
6265,2.83125,-264.2,4.216
6266,2.8325,-278,4.22
6267,2.83375,-296.2,4.224
6268,2.835,-241.4,4.228
6269,2.83625,-236.2,4.23
6270,2.8375,-252.8,4.234
6271,2.83875,-257.6,4.242
6272,2.84,-267.6,4.248
6273,2.84125,-296,4.252
6274,2.8425,-265,4.26
6275,2.84375,-237,4.262
6276,2.845,-242,4.266
6277,2.84625,-247,4.274
6278,2.8475,-254.8,4.276
6279,2.84875,-258.8,4.284
6280,2.85,-266.6,4.288
6281,2.85125,-309.8,4.294
6282,2.8525,-256.2,4.302
6283,2.85375,-232.8,4.304
6284,2.855,-240.6,4.312
6285,2.85625,-261.8,4.318
6286,2.8575,-298.6,4.326
6287,2.85875,-271.4,4.332
6288,2.86,-236.6,4.336
6289,2.86125,-232.6,4.344
6290,2.8625,-245.4,4.346
6291,2.86375,-256.4,4.35
6292,2.865,-265.6,4.358
6293,2.86625,-293,4.364
6294,2.8675,-291.6,4.368
6295,2.86875,-225.8,4.374
6296,2.87,-241.6,4.382
6297,2.87125,-270.4,4.39
6298,2.8725,-299.4,4.392
6299,2.87375,-265.2,4.404
6300,2.875,-226.8,4.41
6301,2.87625,-223.8,4.418
6302,2.8775,-238,4.424
6303,2.87875,-264.6,4.428
6304,2.88,-288.8,4.434
6305,2.88125,-318.8,4.442
6306,2.8825,-234.6,4.448
6307,2.88375,-228.2,4.456
6308,2.885,-252.8,4.462
6309,2.88625,-300,4.47
6310,2.8875,-277.8,4.474
6311,2.88875,-235.2,4.484
6312,2.89,-218.4,4.49
6313,2.89125,-241.4,4.498
6314,2.8925,-266.2,4.508
6315,2.89375,-325.6,4.516
6316,2.895,-268.2,4.522
6317,2.89625,-218.4,4.526
6318,2.8975,-245.8,4.536
6319,2.89875,-297,4.544
6320,2.9,-291.6,4.55
6321,2.90125,-231.8,4.558
6322,2.9025,-217,4.564
6323,2.90375,-242.4,4.572
6324,2.905,-271.4,4.578
6325,2.90625,-322.6,4.586
6326,2.9075,-252.8,4.59
6327,2.90875,-223.8,4.596
6328,2.91,-255.2,4.606
6329,2.91125,-309.8,4.618
6330,2.9125,-267,4.624
6331,2.91375,-211.4,4.628
6332,2.915,-230.2,4.634
6333,2.91625,-262.6,4.646
6334,2.9175,-295.6,4.652
6335,2.91875,-305,4.664
6336,2.92,-219.4,4.666
6337,2.92125,-230.2,4.678
6338,2.9225,-303.4,4.692
6339,2.92375,-283.4,4.698
6340,2.925,-219.4,4.706
6341,2.92625,-217.8,4.712
6342,2.9275,-258.6,4.72
6343,2.92875,-305.4,4.73
6344,2.93,-303,4.736
6345,2.93125,-215,4.744
6346,2.9325,-248,4.75
6347,2.93375,-317.2,4.762
6348,2.935,-262.2,4.772
6349,2.93625,-199.8,4.776
6350,2.9375,-214,4.79
6351,2.93875,-265.6,4.796
6352,2.94,-340.8,4.808
6353,2.94125,-262.6,4.814
6354,2.9425,-216.8,4.822
6355,2.94375,-273.6,4.832
6356,2.945,-307,4.842
6357,2.94625,-237,4.85
6358,2.9475,-196.8,4.856
6359,2.94875,-237.6,4.866
6360,2.95,-323.6,4.878
6361,2.95125,-299,4.888
6362,2.9525,-212.6,4.898
6363,2.95375,-256.2,4.906
6364,2.955,-321.2,4.916
6365,2.95625,-241.6,4.926
6366,2.9575,-196.4,4.936
6367,2.95875,-240.4,4.94
6368,2.96,-317.8,4.954
6369,2.96125,-284.4,4.962
6370,2.9625,-215.4,4.972
6371,2.96375,-266,4.98
6372,2.965,-320.2,4.99
6373,2.96625,-224.2,4.994
6374,2.9675,-197.8,4.994
6375,2.96875,-255.4,4.994
6376,2.97,-337.8,4.994
6377,2.97125,-265.6,4.99
6378,2.9725,-210.6,4.99
6379,2.97375,-295,4.994
6380,2.975,-286.2,4.99
6381,2.97625,-197.2,4.832
6382,2.9775,-216.8,0.164
6383,2.97875,-295,0.11
6384,2.98,-331.6,0.11
6385,2.98125,-213.4,0.11
6386,2.9825,-258.6,0.11
6387,2.98375,-319.2,0.114
6388,2.985,-215.8,0.08
6389,2.98625,-185.4,0.006
6390,2.9875,-258.6,0.002
6391,2.98875,-356,0.002
6392,2.99,-237,0.006
6393,2.99125,-226.8,0.006
6394,2.9925,-319.2,0.006
6395,2.99375,-251.8,0.006
6396,2.995,-183.6,0.006
6397,2.99625,-238.2,0.006
6398,2.9975,-359.4,0.002
6399,2.99875,-240.4,0.006
6400,3,-221.8,0.006
6401,3.00125,-323,0.006
6402,3.0025,-246,0.006
6403,3.00375,-186.8,0.01
6404,3.005,-260.8,0.02
6405,3.00625,-342.2,0.034
6406,3.0075,-223.2,0.044
6407,3.00875,-246.8,0.054
6408,3.01,-322.6,0.066
6409,3.01125,-208.6,0.08
6410,3.0125,-198.8,0.09
6411,3.01375,-303,0.1
6412,3.015,-319.6,0.11
6413,3.01625,-206.6,0.126
6414,3.0175,-292.6,0.132
6415,3.01875,-278,0.146
6416,3.02,-181.6,0.156
6417,3.02125,-234.6,0.168
6418,3.0225,-357.2,0.178
6419,3.02375,-243,0.188
6420,3.025,-235.6,0.202
6421,3.02625,-313.2,0.212
6422,3.0275,-200.8,0.226
6423,3.02875,-197.2,0.238
6424,3.03,-329,0.248
6425,3.03125,-296,0.258
6426,3.0325,-210,0.272
6427,3.03375,-312.2,0.284
6428,3.035,-244.6,0.298
6429,3.03625,-174,0.304
6430,3.0375,-290.8,0.322
6431,3.03875,-328,0.328
6432,3.04,-207.6,0.342
6433,3.04125,-304,0.354
6434,3.0425,-260.2,0.368
6435,3.04375,-176.2,0.378
6436,3.045,-282.4,0.392
6437,3.04625,-322.6,0.406
6438,3.0475,-213.6,0.416
6439,3.04875,-306,0.428
6440,3.05,-247.8,0.442
6441,3.05125,-177.2,0.456
6442,3.0525,-296.6,0.466
6443,3.05375,-324.6,0.48
6444,3.055,-212.4,0.49
6445,3.05625,-307.8,0.504
6446,3.0575,-221.8,0.518
6447,3.05875,-185.6,0.528
6448,3.06,-332.4,0.542
6449,3.06125,-288.2,0.554
6450,3.0625,-228.8,0.564
6451,3.06375,-309.8,0.578
6452,3.065,-183.4,0.588
6453,3.06625,-201.6,0.602
6454,3.0675,-364.4,0.616
6455,3.06875,-248.4,0.63
6456,3.07,-264,0.642
6457,3.07125,-285.2,0.656
6458,3.0725,-169.2,0.67
6459,3.07375,-267.6,0.68
6460,3.075,-336.4,0.694
6461,3.07625,-213.6,0.704
6462,3.0775,-312.4,0.718
6463,3.07875,-218,0.732
6464,3.08,-189.8,0.744
6465,3.08125,-346.8,0.758
6466,3.0825,-246,0.772
6467,3.08375,-266.2,0.786
6468,3.085,-279.4,0.796
6469,3.08625,-172.6,0.81
6470,3.0875,-292.6,0.824
6471,3.08875,-319.6,0.838
6472,3.09,-226.4,0.852
6473,3.09125,-303,0.862
6474,3.0925,-182.4,0.876
6475,3.09375,-226.4,0.894
6476,3.095,-365,0.904
6477,3.09625,-225.8,0.918
6478,3.0975,-301.6,0.932
6479,3.09875,-211.6,0.944
6480,3.1,-178.2,0.958
6481,3.10125,-357.6,0.972
6482,3.1025,-259.2,0.986
6483,3.10375,-271.6,1
6484,3.105,-264.2,1.01
6485,3.10625,-162.4,1.024
6486,3.1075,-321.8,1.038
6487,3.10875,-288.2,1.052
6488,3.11,-246.8,1.062
6489,3.11125,-289.2,1.08
6490,3.1125,-168.8,1.09
6491,3.11375,-292.2,1.108
6492,3.115,-296.2,1.122
6493,3.11625,-233.6,1.134
6494,3.1175,-299.4,1.148
6495,3.11875,-168.6,1.162
6496,3.12,-285.2,1.176
6497,3.12125,-312.8,1.186
6498,3.1225,-245,1.2
6499,3.12375,-280.8,1.214
6500,3.125,-164.8,1.228
6501,3.12625,-306,1.242
6502,3.1275,-302,1.256
6503,3.12875,-258.6,1.274
6504,3.13,-265.2,1.288
6505,3.13125,-154.6,1.302
6506,3.1325,-322.6,1.316
6507,3.13375,-286.2,1.334
6508,3.135,-271.6,1.348
6509,3.13625,-251.4,1.362
6510,3.1375,-158.4,1.376
6511,3.13875,-350.8,1.392
6512,3.14,-251.8,1.408
6513,3.14125,-296.2,1.422
6514,3.1425,-214.4,1.436
6515,3.14375,-198.6,1.45
6516,3.145,-348.6,1.466
6517,3.14625,-230.6,1.48
6518,3.1475,-310.8,1.494
6519,3.14875,-175.6,1.508
6520,3.15,-263.2,1.526
6521,3.15125,-320.8,1.54
6522,3.1525,-251,1.558
6523,3.15375,-263.2,1.572
6524,3.155,-163.8,1.59
6525,3.15625,-346.2,1.608
6526,3.1575,-262.8,1.622
6527,3.15875,-293.2,1.638
6528,3.16,-192.2,1.652
6529,3.16125,-202.2,1.67
6530,3.1625,-356.6,1.688
6531,3.16375,-253.4,1.702
6532,3.165,-290.6,1.72
6533,3.16625,-151.4,1.734
6534,3.1675,-315.2,1.752
6535,3.16875,-275,1.768
6536,3.17,-293,1.786
6537,3.17125,-206,1.8
6538,3.1725,-211.4,1.822
6539,3.17375,-336.4,1.836
6540,3.175,-248,1.854
6541,3.17625,-279.8,1.87
6542,3.1775,-158.8,1.888
6543,3.17875,-341.2,1.906
6544,3.18,-259.2,1.924
6545,3.18125,-294.6,1.938
6546,3.1825,-165.2,1.958
6547,3.18375,-274.6,1.972
6548,3.185,-312.8,1.99
6549,3.18625,-284.8,2.004
6550,3.1875,-208.6,2.022
6551,3.18875,-186,2.042
6552,3.19,-356.6,2.06
6553,3.19125,-266,2.078
6554,3.1925,-267.2,2.096
6555,3.19375,-145.2,2.114
6556,3.195,-348.6,2.13
6557,3.19625,-257.2,2.148
6558,3.1975,-298,2.166
6559,3.19875,-157.4,2.186
6560,3.2,-321.2,2.204
6561,3.20125,-255.2,2.226
6562,3.2025,-303.6,2.242
6563,3.20375,-165.2,2.264
6564,3.205,-296.2,2.282
6565,3.20625,-282.4,2.3
6566,3.2075,-299,2.32
6567,3.20875,-168.8,2.338
6568,3.21,-275.8,2.356
6569,3.21125,-301.6,2.372
6570,3.2125,-296.2,2.394
6571,3.21375,-170.2,2.412
6572,3.215,-251.4,2.432
6573,3.21625,-313.8,2.45
6574,3.2175,-302.6,2.472
6575,3.21875,-186.4,2.492
6576,3.22,-242.4,2.506
6577,3.22125,-305,2.528
6578,3.2225,-298.6,2.546
6579,3.22375,-189,2.566
6580,3.225,-255.4,2.584
6581,3.22625,-290.8,2.602
6582,3.2275,-298.6,2.622
6583,3.22875,-179.2,2.644
6584,3.23,-274.4,2.664
6585,3.23125,-291.6,2.686
6586,3.2325,-299.6,2.706
6587,3.23375,-159.8,2.724
6588,3.235,-297.2,2.746
6589,3.23625,-289.6,2.762
6590,3.2375,-299.4,2.784
6591,3.23875,-137.8,2.804
6592,3.24,-315.4,2.822
6593,3.24125,-284.2,2.84
6594,3.2425,-296,2.862
6595,3.24375,-138.2,2.882
6596,3.245,-337.4,2.9
6597,3.24625,-273,2.92
6598,3.2475,-276.4,2.938
6599,3.24875,-157,2.964
6600,3.25,-335.8,2.98
6601,3.25125,-276,3.002
6602,3.2525,-232.2,3.022
6603,3.25375,-205,3.04
6604,3.255,-332,3.062
6605,3.25625,-293.6,3.082
6606,3.2575,-178.2,3.1
6607,3.25875,-266,3.122
6608,3.26,-303.6,3.142
6609,3.26125,-303.4,3.166
6610,3.2625,-137.4,3.184
6611,3.26375,-314.2,3.206
6612,3.265,-289.2,3.222
6613,3.26625,-286.2,3.244
6614,3.2675,-140.8,3.266
6615,3.26875,-340,3.282
6616,3.27,-285.8,3.304
6617,3.27125,-237,3.322
6618,3.2725,-205.2,3.342
6619,3.27375,-308,3.364
6620,3.275,-299,3.38
6621,3.27625,-171.2,3.402
6622,3.2775,-295.6,3.424
6623,3.27875,-284.8,3.444
6624,3.28,-284.4,3.466
6625,3.28125,-143.2,3.482
6626,3.2825,-348.6,3.5
6627,3.28375,-292.2,3.522
6628,3.285,-214,3.542
6629,3.28625,-203.6,3.564
6630,3.2875,-319.2,3.584
6631,3.28875,-315.4,3.606
6632,3.29,-146,3.626
6633,3.29125,-302.6,3.644
6634,3.2925,-283.4,3.67
6635,3.29375,-270.4,3.686
6636,3.295,-174.2,3.704
6637,3.29625,-315.8,3.726
6638,3.2975,-301.6,3.746
6639,3.29875,-164.4,3.764
6640,3.3,-303.6,3.784
6641,3.30125,-288.2,3.802
6642,3.3025,-258.6,3.824
6643,3.30375,-170.6,3.842
6644,3.305,-339.4,3.866
6645,3.30625,-312.8,3.886
6646,3.3075,-143.6,3.904
6647,3.30875,-296,3.926
6648,3.31,-300.4,3.95
6649,3.31125,-261.6,3.968
6650,3.3125,-181.4,3.988
6651,3.31375,-308.4,4.01
6652,3.315,-317.2,4.03
6653,3.31625,-147.2,4.052
6654,3.3175,-317.8,4.072
6655,3.31875,-279,4.098
6656,3.32,-224.8,4.118
6657,3.32125,-242,4.14
6658,3.3225,-303.4,4.16
6659,3.32375,-287.6,4.182
6660,3.325,-142.8,4.202
6661,3.32625,-342.8,4.224
6662,3.3275,-316.2,4.246
6663,3.32875,-158,4.266
6664,3.33,-282.8,4.288
6665,3.33125,-302.4,4.312
6666,3.3325,-256.4,4.332
6667,3.33375,-190.8,4.354
6668,3.335,-303,4.374
6669,3.33625,-318.8,4.4
6670,3.3375,-143.8,4.42
6671,3.33875,-319.2,4.442
6672,3.34,-291.2,4.466
6673,3.34125,-183.4,4.488
6674,3.3425,-297.2,4.508
6675,3.34375,-294.2,4.53
6676,3.345,-231.8,4.55
6677,3.34625,-215.8,4.576
6678,3.3475,-317.2,4.592
6679,3.34875,-295.2,4.618
6680,3.35,-137.4,4.638
6681,3.35125,-331,4.664
6682,3.3525,-327.2,4.688
6683,3.35375,-142.6,4.708
6684,3.355,-303.6,4.734
6685,3.35625,-308.8,4.754
6686,3.3575,-203.6,4.776
6687,3.35875,-261.8,4.8
6688,3.36,-6.4,2.964
6689,3.36125,0.4,4.846
6690,3.3625,430.2,4.87
6691,3.36375,2353.4,4.894
6692,3.365,1756.8,4.92
6693,3.36625,1588.8,4.944
6694,3.3675,1520.8,4.968
6695,3.36875,1340.4,4.982
6696,3.37,1254.4,4.994
6697,3.37125,1208.6,4.994
6698,3.3725,1268.6,4.994
6699,3.37375,1100.8,4.994
6700,3.375,1085.6,4.994
6701,3.37625,997.6,4.996
6702,3.3775,978,0.528
6703,3.37875,1071.4,0.11
6704,3.38,995.2,0.11
6705,3.38125,904.6,0.11
6706,3.3825,938.2,0.114
6707,3.38375,839.8,0.024
6708,3.385,894,0.006
6709,3.38625,955.8,0.006
6710,3.3875,855,0.006
6711,3.38875,745.4,0.006
6712,3.39,773.8,0.006
6713,3.39125,748.8,0.006
6714,3.3925,642.2,0.006
6715,3.39375,689.4,0.006
6716,3.395,713,0.006
6717,3.39625,680.6,0.006
6718,3.3975,582,0.006
6719,3.39875,533.4,0.006
6720,3.4,539.8,0.006
6721,3.40125,528,0.006
6722,3.4025,450.4,0.006
6723,3.40375,414.6,0.01
6724,3.405,457.8,0.02
6725,3.40625,480,0.026
6726,3.4075,472.6,0.034
6727,3.40875,442.4,0.038
6728,3.41,403.6,0.044
6729,3.41125,336.2,0.052
6730,3.4125,320.4,0.054
6731,3.41375,324.6,0.062
6732,3.415,327,0.066
6733,3.41625,312.2,0.072
6734,3.4175,282.2,0.08
6735,3.41875,240.8,0.082
6736,3.42,241.8,0.086
6737,3.42125,248.6,0.09
6738,3.4225,247.2,0.094
6739,3.42375,238,0.096
6740,3.425,236.8,0.104
6741,3.42625,236.4,0.108
6742,3.4275,218.4,0.11
6743,3.42875,228.2,0.118
6744,3.43,244.2,0.122
6745,3.43125,231,0.126
6746,3.4325,219.6,0.126
6747,3.43375,236.4,0.128
6748,3.435,238.8,0.128
6749,3.43625,234.4,0.128
6750,3.4375,232.6,0.136
6751,3.43875,228.2,0.136
6752,3.44,232,0.14
6753,3.44125,227,0.142
6754,3.4425,234.4,0.142
6755,3.44375,234,0.146
6756,3.445,232,0.146
6757,3.44625,231.6,0.15
6758,3.4475,232,0.154
6759,3.44875,233.4,0.154
6760,3.45,221.6,0.154
6761,3.45125,229.6,0.154
6762,3.4525,236,0.156
6763,3.45375,233.6,0.156
6764,3.455,232.4,0.156
6765,3.45625,232,0.156
6766,3.4575,230.2,0.156
6767,3.45875,232.6,0.156
6768,3.46,234,0.156
6769,3.46125,235,0.156
6770,3.4625,239.8,0.156
6771,3.46375,236.8,0.156
6772,3.465,230.6,0.156
6773,3.46625,233.6,0.156
6774,3.4675,237.4,0.156
6775,3.46875,239,0.156
6776,3.47,232.6,0.154
6777,3.47125,234.6,0.154
6778,3.4725,235,0.154
6779,3.47375,233,0.154
6780,3.475,227,0.154
6781,3.47625,227.2,0.15
6782,3.4775,236,0.15
6783,3.47875,232,0.15
6784,3.48,230.6,0.146
6785,3.48125,236.4,0.146
6786,3.4825,235,0.146
6787,3.48375,233.6,0.142
6788,3.485,234,0.14
6789,3.48625,235.6,0.14
6790,3.4875,232.4,0.136
6791,3.48875,233.4,0.136
6792,3.49,237.4,0.132
6793,3.49125,241.8,0.128
6794,3.4925,255.6,0.128
6795,3.49375,240,0.128
6796,3.495,233.6,0.128
6797,3.49625,234.6,0.126
6798,3.4975,221.6,0.126
6799,3.49875,226.6,0.126
6800,3.5,237.4,0.122
6801,3.50125,228,0.122
6802,3.5025,236,0.118
6803,3.50375,238,0.118
6804,3.505,234.6,0.11
6805,3.50625,230,0.108
6806,3.5075,236,0.104
6807,3.50875,234.6,0.104
6808,3.51,233.6,0.1
6809,3.51125,234.4,0.1
6810,3.5125,236.4,0.096
6811,3.51375,241,0.094
6812,3.515,256.2,0.09
6813,3.51625,241.4,0.09
6814,3.5175,234,0.086
6815,3.51875,233.6,0.082
6816,3.52,216.4,0.08
6817,3.52125,218.2,0.076
6818,3.5225,230.6,0.072
6819,3.52375,233.4,0.068
6820,3.525,239,0.068
6821,3.52625,244.4,0.066
6822,3.5275,259.6,0.058
6823,3.52875,247.8,0.054
6824,3.53,229.6,0.052
6825,3.53125,213.8,0.048
6826,3.5325,229.2,0.044
6827,3.53375,232,0.04
6828,3.535,227.2,0.038
6829,3.53625,226.6,0.038
6830,3.5375,236,0.034
6831,3.53875,236.4,0.026
6832,3.54,234,0.024
6833,3.54125,246.4,0.02
6834,3.5425,262.6,0.012
6835,3.54375,246.8,0.01
6836,3.545,240.4,0.006
6837,3.54625,204.6,0.006
6838,3.5475,219.8,0.006
6839,3.54875,236,0.002
6840,3.55,238.8,0.006
6841,3.55125,242,0.006
6842,3.5525,264,0.006
6843,3.55375,234.6,0.006
6844,3.555,187.8,0.006
6845,3.55625,222.6,0.002
6846,3.5575,239,0.002
6847,3.55875,229.6,0.002
6848,3.56,239,0.002
6849,3.56125,245.4,0.006
6850,3.5625,256.2,0.002
6851,3.56375,258.6,0.006
6852,3.565,238,0.006
6853,3.56625,208.8,0.006
6854,3.5675,220.6,0.006
6855,3.56875,230.2,0.006
6856,3.57,231.4,0.006
6857,3.57125,243.8,0.006
6858,3.5725,275.2,0.002
6859,3.57375,238.8,0.006
6860,3.575,198.6,0.006
6861,3.57625,218.4,0.006
6862,3.5775,227.6,0.002
6863,3.57875,236,0.006
6864,3.58,239.4,0.006
6865,3.58125,264.4,0.002
6866,3.5825,261,0.006
6867,3.58375,241.8,0.002
6868,3.585,196.6,0.006
6869,3.58625,216.4,0.11
6870,3.5875,237.8,0.114
6871,3.58875,246.4,0.114
6872,3.59,276.8,0.114
6873,3.59125,234.4,0.11
6874,3.5925,193.2,0.11
6875,3.59375,212,0.11
6876,3.595,232,0.108
6877,3.59625,243.2,0.108
6878,3.5975,252.8,0.11
6879,3.59875,279.8,0.11
6880,3.6,246.8,0.244
6881,3.60125,196,4.996
6882,3.6025,209.4,4.996
6883,3.60375,235.6,4.996
6884,3.605,263,4.996
6885,3.60625,263.6,4.996
6886,3.6075,201.4,4.996
6887,3.60875,203.4,4.996
6888,3.61,227,4.994
6889,3.61125,238,4.994
6890,3.6125,248.6,4.994
6891,3.61375,286,4.994
6892,3.615,244.2,4.994
6893,3.61625,186.8,4.994
6894,3.6175,219.8,4.996
6895,3.61875,252.8,4.994
6896,3.62,281.2,4.99
6897,3.62125,216.8,4.982
6898,3.6225,193.6,4.972
6899,3.62375,213.4,4.966
6900,3.625,235,4.962
6901,3.62625,245.8,4.952
6902,3.6275,283.8,4.944
6903,3.62875,250.6,4.936
6904,3.63,185.2,4.934
6905,3.63125,228.2,4.926
6906,3.6325,265.6,4.916
6907,3.63375,266,4.912
6908,3.635,184.2,4.906
6909,3.63625,197.2,4.894
6910,3.6375,230.6,4.888
6911,3.63875,250.8,4.878
6912,3.64,290.6,4.87
6913,3.64125,234,4.864
6914,3.6425,193.2,4.856
6915,3.64375,226,4.85
6916,3.645,263.6,4.842
6917,3.64625,279.8,4.836
6918,3.6475,191.8,4.828
6919,3.64875,193.6,4.822
6920,3.65,232.4,4.81
6921,3.65125,268,4.804
6922,3.6525,291,4.796
6923,3.65375,201.6,4.786
6924,3.655,185.8,4.776
6925,3.65625,240,4.772
6926,3.6575,304.8,4.762
6927,3.65875,218.2,4.75
6928,3.66,173.4,4.748
6929,3.66125,214.2,4.736
6930,3.6625,257.6,4.73
6931,3.66375,307.8,4.72
6932,3.665,225,4.716
6933,3.66625,173,4.706
6934,3.6675,237,4.694
6935,3.66875,301.8,4.688
6936,3.67,201,4.674
6937,3.67125,184.2,4.666
6938,3.6725,230,4.66
6939,3.67375,282.2,4.652
6940,3.675,292,4.642
6941,3.67625,179.8,4.634
6942,3.6775,204.6,4.628
6943,3.67875,296,4.62
6944,3.68,242,4.606
6945,3.68125,170,4.6
6946,3.6825,205,4.592
6947,3.68375,257,4.582
6948,3.685,309.8,4.572
6949,3.68625,213.2,4.564
6950,3.6875,183.2,4.554
6951,3.68875,273.8,4.548
6952,3.69,247.8,4.54
6953,3.69125,173.4,4.53
6954,3.6925,215.4,4.522
6955,3.69375,283.6,4.516
6956,3.695,300.4,4.504
6957,3.69625,184.4,4.49
6958,3.6975,198,4.48
6959,3.69875,282.8,4.474
6960,3.7,251.2,4.462
6961,3.70125,162.2,4.456
6962,3.7025,217.8,4.442
6963,3.70375,304.2,4.434
6964,3.705,278.8,4.428
6965,3.70625,160.6,4.418
6966,3.7075,217.8,4.406
6967,3.70875,315.6,4.4
6968,3.71,196,4.39
6969,3.71125,175.4,4.374
6970,3.7125,248.2,4.364
6971,3.71375,330.8,4.354
6972,3.715,210,4.346
6973,3.71625,181.4,4.336
6974,3.7175,284.2,4.33
6975,3.71875,233.4,4.318
6976,3.72,167.2,4.308
6977,3.72125,222.8,4.298
6978,3.7225,318.2,4.288
6979,3.72375,244.8,4.276
6980,3.725,172.6,4.266
6981,3.72625,279.6,4.26
6982,3.7275,250.8,4.248
6983,3.72875,163.6,4.234
6984,3.73,211.8,4.228
6985,3.73125,312.6,4.216
6986,3.7325,262.4,4.206
6987,3.73375,168.6,4.2
6988,3.735,268.4,4.188
6989,3.73625,242,4.178
6990,3.7375,162.6,4.168
6991,3.73875,229.2,4.158
6992,3.74,333.2,4.146
6993,3.74125,220.2,4.136
6994,3.7425,183.8,4.122
6995,3.74375,283.6,4.112
6996,3.745,228.2,4.102
6997,3.74625,157.4,4.09
6998,3.7475,251.6,4.08
6999,3.74875,337.6,4.07
7000,3.75,183.2,4.058
7001,3.75125,196.6,4.048
7002,3.7525,309.6,4.038
7003,3.75375,185.2,4.024
7004,3.755,175.6,4.014
7005,3.75625,297.8,4.002
7006,3.7575,303.2,3.988
7007,3.75875,157.4,3.978
7008,3.76,246.2,3.968
7009,3.76125,252.2,3.958
7010,3.7625,170.6,3.942
7011,3.76375,231.6,3.928
7012,3.765,341.2,3.922
7013,3.76625,195.2,3.912
7014,3.7675,204,3.9
7015,3.76875,288.6,3.89
7016,3.77,169.6,3.88
7017,3.77125,192.2,3.866
7018,3.7725,322,3.852
7019,3.77375,254.2,3.842
7020,3.775,177.4,3.83
7021,3.77625,291.4,3.82
7022,3.7775,187.2,3.81
7023,3.77875,175.4,3.798
7024,3.78,314,3.788
7025,3.78125,265.6,3.778
7026,3.7825,172.4,3.764
7027,3.78375,278.2,3.754
7028,3.785,216.8,3.74
7029,3.78625,167.6,3.728
7030,3.7875,298,3.714
7031,3.78875,288.6,3.704
7032,3.79,160.6,3.694
7033,3.79125,276.4,3.68
7034,3.7925,220.8,3.672
7035,3.79375,159.6,3.658
7036,3.795,299.4,3.644
7037,3.79625,301.8,3.634
7038,3.7975,163.8,3.62
7039,3.79875,274.4,3.606
7040,3.8,203,3.596
7041,3.80125,171,3.582
7042,3.8025,311.6,3.568
7043,3.80375,268,3.556
7044,3.805,176,3.542
7045,3.80625,284.6,3.532
7046,3.8075,171.6,3.522
7047,3.80875,191.2,3.508
7048,3.81,341.2,3.494
7049,3.81125,223.6,3.48
7050,3.8125,212.4,3.468
7051,3.81375,267.4,3.454
7052,3.815,154.8,3.44
7053,3.81625,245.4,3.426
7054,3.8175,321.6,3.416
7055,3.81875,178,3.402
7056,3.82,259.6,3.388
7057,3.82125,223.2,3.374
7058,3.8225,160.8,3.364
7059,3.82375,319,3.35
7060,3.825,256.2,3.336
7061,3.82625,173.6,3.324
7062,3.8275,291.6,3.31
7063,3.82875,169.2,3.296
7064,3.83,210.8,3.28
7065,3.83125,356.4,3.268
7066,3.8325,181.4,3.254
7067,3.83375,239.8,3.24
7068,3.835,219.2,3.23
7069,3.83625,167.2,3.216
7070,3.8375,314.6,3.202
7071,3.83875,259,3.188
7072,3.84,198.2,3.174
7073,3.84125,268.4,3.16
7074,3.8425,153.8,3.146
7075,3.84375,240.8,3.128
7076,3.845,329.4,3.114
7077,3.84625,177.4,3.1
7078,3.8475,277.8,3.086
7079,3.84875,175.4,3.072
7080,3.85,197.2,3.058
7081,3.85125,340.6,3.044
7082,3.8525,189.8,3.03
7083,3.85375,247.8,3.016
7084,3.855,217.8,3.002
7085,3.85625,164.6,2.988
7086,3.8575,347.6,2.974
7087,3.85875,217.4,2.96
7088,3.86,209.8,2.942
7089,3.86125,257,2.928
7090,3.8625,155.2,2.914
7091,3.86375,306.2,2.9
7092,3.865,270.4,2.886
7093,3.86625,186.8,2.868
7094,3.8675,257.2,2.854
7095,3.86875,158.8,2.844
7096,3.87,280.2,2.826
7097,3.87125,293,2.812
7098,3.8725,190.8,2.798
7099,3.87375,263.4,2.784
7100,3.875,149.8,2.766
7101,3.87625,262.6,2.752
7102,3.8775,308.2,2.738
7103,3.87875,187.4,2.724
7104,3.88,262.6,2.706
7105,3.88125,154.8,2.692
7106,3.8825,278.8,2.676
7107,3.88375,285.6,2.66
7108,3.885,186.8,2.644
7109,3.88625,271.8,2.626
