0,-5,168.8,2.376
1,-4.99875,107.4,3.338
2,-4.9975,170.4,3.314
3,-4.99625,162,3.29
4,-4.995,87.4,3.262
5,-4.99375,165.6,3.24
6,-4.9925,158.2,3.212
7,-4.99125,92.2,3.188
8,-4.99,187.2,3.164
9,-4.98875,194,3.138
10,-4.9875,94.6,3.11
11,-4.98625,172,3.09
12,-4.985,175.4,3.064
13,-4.98375,97.6,3.036
14,-4.9825,148.8,3.008
15,-4.98125,179.2,2.988
16,-4.98,111,2.964
17,-4.97875,186.6,2.934
18,-4.9775,177.4,2.91
19,-4.97625,87.8,2.886
20,-4.975,176.4,2.858
21,-4.97375,177.4,2.836
22,-4.9725,91.8,2.808
23,-4.97125,192.6,2.788
24,-4.97,210.8,2.76
25,-4.96875,90.8,2.734
26,-4.9675,184.6,2.71
27,-4.96625,189.2,2.682
28,-4.965,86.8,2.654
29,-4.96375,148.4,2.63
30,-4.9625,179.8,2.604
31,-4.96125,90.2,2.576
32,-4.96,187.6,2.552
33,-4.95875,177.2,2.528
34,-4.9575,73.4,2.502
35,-4.95625,178.8,2.478
36,-4.955,182.6,2.454
37,-4.95375,82,2.426
38,-4.9525,191.2,2.402
39,-4.95125,214.2,2.376
40,-4.95,83,2.348
41,-4.94875,189,2.328
42,-4.9475,195.4,2.3
43,-4.94625,79.4,2.274
44,-4.945,154.8,2.25
45,-4.94375,182.6,2.222
46,-4.9425,83,2.198
47,-4.94125,197.6,2.172
48,-4.94,182.6,2.144
49,-4.93875,69.6,2.12
50,-4.9375,186.2,2.096
51,-4.93625,181.8,2.068
52,-4.935,71,2.042
53,-4.93375,187.6,2.018
54,-4.9325,211.8,1.998
55,-4.93125,78.6,1.972
56,-4.93,192,1.948
57,-4.92875,193.6,1.924
58,-4.9275,75,1.898
59,-4.92625,159.6,1.874
60,-4.925,184.2,1.846
61,-4.92375,78,1.822
62,-4.9225,195.6,1.796
63,-4.92125,181.6,1.772
64,-4.92,53.8,1.744
65,-4.91875,185.6,1.72
66,-4.9175,177.8,1.698
67,-4.91625,64.2,1.674
68,-4.915,196.6,1.65
69,-4.91375,217.2,1.624
70,-4.9125,78,1.604
71,-4.91125,185.6,1.576
72,-4.91,198.4,1.552
73,-4.90875,80.4,1.526
74,-4.9075,165,1.502
75,-4.90625,187,1.48
76,-4.905,73.6,1.456
77,-4.90375,204.4,1.432
78,-4.9025,184.2,1.41
79,-4.90125,70.2,1.386
80,-4.9,200.4,1.362
81,-4.89875,194,1.336
82,-4.8975,71.2,1.312
83,-4.89625,186.2,1.288
84,-4.895,212.2,1.264
85,-4.89375,77.6,1.242
86,-4.8925,176.8,1.218
87,-4.89125,194.6,1.192
88,-4.89,76.4,1.172
89,-4.88875,160,1.148
